True	0	66.0625	0.0
False	0	41.796875	0.0
False	0	44.171875	0.0
False	0	46.421875	0.0
False	0	48.6875	0.0
False	0	50.921875	0.0
False	0	53.203125	0.0
False	0	55.4375	0.0
False	0	57.703125	0.0
False	0	59.953125	0.0
False	0	62.203125	0.0
False	0	64.46875	0.0
False	0	66.609375	0.0
False	0	68.859375	0.0
False	0	71.109375	0.0
False	0	73.34375	0.0
False	0	75.59375	0.0
False	0	77.84375	0.0
False	0	80.09375	0.0
False	0	82.328125	0.0
False	0	84.578125	0.0
False	0	86.8125	0.0
False	0	89.0625	0.0
False	0	91.5	0.0
False	0	93.765625	0.0
False	0	96.015625	0.0
False	0	98.296875	0.0
False	0	100.546875	0.0
False	0	102.8125	0.0
False	0	105.078125	0.0
False	0	107.328125	0.0
False	0	109.59375	0.0
False	0	111.859375	0.0
False	0	114.078125	0.0
False	0	116.328125	0.0
False	0	118.578125	0.0
False	0	120.84375	0.0
False	0	123.109375	0.0
False	0	125.359375	0.0
False	0	127.625	0.0
False	0	129.875	0.0
False	0	132.125	0.0
False	0	134.390625	0.0
False	0	136.640625	0.0
False	0	138.84375	0.0
False	20	134.765625	850.75
False	24	137.234375	795.25
False	26	139.515625	756.5
False	27	141.765625	727.25
False	29	144.15625	700.0
False	28	146.5	678.0
False	28	148.90625	657.5
False	23	151.203125	638.25
False	24	153.4375	621.25
False	28	155.75	606.5
False	30	158.15625	594.25
False	28	160.296875	582.5
False	31	162.8125	572.75
False	29	164.875	565.0
False	31	167.3125	556.0
False	28	169.6875	549.5
False	29	171.75	544.5
False	21	174.046875	539.25
False	25	176.46875	535.5
False	27	178.640625	532.25
False	27	180.859375	530.5
False	27	183.09375	529.75
False	27	185.46875	529.25
False	27	187.5625	530.5
False	25	189.921875	529.25
False	25	192.09375	534.25
False	21	194.484375	537.0
False	29	196.765625	541.25
False	22	198.9375	545.5
False	25	201.03125	551.75
False	31	203.234375	558.5
False	29	205.71875	566.25
False	24	207.6875	574.5
False	28	209.953125	584.0
False	30	212.375	595.25
False	28	214.359375	607.0
False	24	216.640625	619.5
False	23	218.875	636.0
False	18	221.15625	652.25
False	28	223.328125	671.0
False	28	225.359375	692.5
False	29	227.640625	714.25
False	23	229.8125	741.75
False	26	232.0625	769.75
False	26	234.234375	802.0
False	25	236.28125	839.0
False	0	244.875	0.0
False	0	247.125	0.0
False	0	249.390625	0.0
False	0	251.625	0.0
False	0	253.890625	0.0
False	0	256.15625	0.0
False	0	258.34375	0.0
False	0	260.59375	0.0
False	0	262.828125	0.0
False	0	265.078125	0.0
False	0	267.34375	0.0
False	0	269.578125	0.0
False	0	271.828125	0.0
False	22	266.578125	2942.25
False	24	268.828125	2914.0
False	24	271.09375	2910.25
False	24	273.3125	2901.75
False	9	275.765625	2559.75
False	13	278.046875	2512.75
